GENRE,GENRE_Pred_NB,GENRE_Pred_NB_oversampled,GENRE_Pred_NB_undersampled,GENRE_Pred_logistic_reg,GENRE_Pred_logistic_reg_oversampled,GENRE_Pred_logistic_reg_undersampled
comedy,drama,action,action,action,action,action
talk-show,documentary,talk-show,music,music,music,music
comedy,drama,comedy,reality-tv,comedy,comedy,musical
horror,drama,horror,horror,horror,horror,horror
short,drama,drama,adventure,drama,drama,adventure
drama,drama,crime,war,drama,war,war
drama,drama,crime,sci-fi,drama,drama,crime
documentary,documentary,documentary,history,documentary,documentary,history
thriller,drama,crime,drama,drama,crime,drama
drama,drama,comedy,horror,drama,drama,family
horror,drama,horror,horror,horror,horror,horror
action,documentary,documentary,news,documentary,documentary,news
comedy,drama,comedy,drama,comedy,comedy,drama
documentary,documentary,documentary,biography,documentary,documentary,biography
comedy,drama,comedy,thriller,comedy,comedy,thriller
documentary,documentary,documentary,biography,documentary,documentary,biography
drama,drama,drama,drama,drama,drama,drama
short,documentary,short,sci-fi,short,short,short
family,drama,family,horror,drama,family,animation
documentary,documentary,documentary,biography,documentary,documentary,biography
drama,drama,drama,drama,drama,drama,drama
drama,drama,drama,drama,drama,drama,drama
comedy,drama,action,adult,drama,comedy,romance
drama,drama,romance,romance,comedy,romance,romance
short,documentary,documentary,biography,documentary,documentary,biography
drama,drama,drama,drama,drama,drama,drama
action,drama,action,war,comedy,action,war
drama,drama,romance,drama,drama,drama,drama
documentary,documentary,family,reality-tv,documentary,family,reality-tv
comedy,drama,comedy,documentary,comedy,comedy,documentary
sci-fi,documentary,horror,horror,comedy,comedy,mystery
drama,drama,history,history,drama,comedy,history
drama,drama,mystery,mystery,drama,drama,mystery
documentary,documentary,family,family,documentary,documentary,family
comedy,documentary,adult,adult,comedy,comedy,comedy
romance,drama,romance,romance,drama,romance,romance
drama,drama,drama,western,drama,reality-tv,reality-tv
drama,documentary,documentary,war,documentary,documentary,war
short,drama,family,adventure,short,short,adventure
comedy,documentary,short,news,comedy,short,romance
documentary,documentary,documentary,sci-fi,documentary,documentary,animation
talk-show,documentary,music,music,documentary,short,musical
sci-fi,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
comedy,drama,thriller,thriller,drama,drama,drama
thriller,drama,drama,thriller,drama,drama,romance
comedy,documentary,documentary,biography,documentary,documentary,news
thriller,drama,war,war,comedy,thriller,crime
drama,drama,romance,romance,drama,drama,romance
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,drama,drama,documentary,documentary,drama
documentary,drama,drama,drama,drama,drama,documentary
drama,drama,adventure,biography,drama,drama,biography
short,drama,comedy,family,documentary,documentary,family
drama,drama,drama,drama,drama,drama,romance
action,drama,action,action,action,action,action
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,drama,drama,drama,comedy
fantasy,drama,family,family,drama,drama,family
drama,drama,horror,horror,horror,thriller,horror
short,documentary,short,game-show,short,short,short
comedy,drama,short,drama,short,short,drama
drama,drama,documentary,reality-tv,drama,drama,reality-tv
documentary,documentary,short,talk-show,documentary,fantasy,talk-show
drama,drama,action,drama,drama,short,drama
documentary,documentary,horror,horror,horror,horror,horror
comedy,drama,comedy,crime,drama,crime,crime
drama,drama,romance,drama,drama,drama,drama
music,documentary,documentary,documentary,documentary,short,documentary
news,documentary,news,talk-show,reality-tv,talk-show,talk-show
drama,drama,drama,sci-fi,drama,drama,sci-fi
comedy,documentary,animation,animation,comedy,comedy,animation
thriller,drama,thriller,thriller,thriller,thriller,thriller
documentary,documentary,documentary,documentary,documentary,documentary,musical
documentary,drama,romance,romance,drama,romance,romance
action,drama,action,action,action,action,action
drama,drama,drama,drama,drama,comedy,drama
talk-show,documentary,horror,talk-show,documentary,horror,talk-show
documentary,drama,drama,drama,drama,drama,drama
sport,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,adult,documentary,documentary,comedy
drama,drama,drama,war,drama,drama,war
comedy,drama,mystery,thriller,drama,crime,thriller
documentary,documentary,documentary,music,documentary,documentary,music
music,documentary,music,music,music,music,music
war,drama,war,war,drama,war,war
short,documentary,short,short,short,short,short
drama,drama,drama,horror,drama,drama,horror
drama,drama,drama,drama,drama,drama,romance
history,documentary,documentary,game-show,documentary,documentary,sport
documentary,documentary,documentary,reality-tv,documentary,documentary,reality-tv
adventure,comedy,comedy,comedy,comedy,comedy,comedy
drama,drama,action,action,drama,action,action
drama,drama,comedy,romance,drama,drama,drama
biography,documentary,documentary,history,documentary,documentary,history
documentary,documentary,reality-tv,history,documentary,documentary,history
thriller,drama,comedy,short,documentary,comedy,short
documentary,documentary,sport,sport,documentary,sport,war
documentary,documentary,documentary,history,documentary,documentary,history
documentary,documentary,reality-tv,horror,documentary,documentary,horror
comedy,drama,comedy,drama,comedy,comedy,musical
documentary,documentary,documentary,documentary,documentary,documentary,documentary
family,comedy,comedy,reality-tv,comedy,comedy,reality-tv
horror,drama,western,western,drama,western,western
comedy,drama,horror,comedy,comedy,short,comedy
drama,drama,adventure,biography,drama,drama,biography
documentary,documentary,documentary,documentary,documentary,documentary,documentary
horror,drama,thriller,thriller,comedy,thriller,thriller
documentary,documentary,biography,biography,documentary,biography,biography
documentary,drama,documentary,horror,drama,drama,horror
drama,drama,drama,thriller,drama,drama,action
animation,drama,family,animation,comedy,animation,animation
documentary,documentary,documentary,crime,documentary,documentary,crime
sci-fi,drama,sci-fi,sci-fi,comedy,sci-fi,war
documentary,documentary,history,history,documentary,documentary,history
drama,drama,comedy,romance,drama,short,romance
comedy,documentary,comedy,musical,comedy,comedy,news
thriller,drama,horror,horror,horror,horror,horror
drama,drama,thriller,thriller,comedy,thriller,thriller
comedy,documentary,short,fantasy,short,short,fantasy
short,documentary,documentary,war,documentary,documentary,history
horror,drama,horror,horror,horror,horror,horror
comedy,drama,comedy,romance,drama,comedy,romance
documentary,drama,drama,romance,drama,drama,romance
documentary,documentary,documentary,news,documentary,short,biography
comedy,drama,adult,adult,comedy,short,adult
war,documentary,documentary,war,documentary,documentary,history
drama,drama,drama,drama,drama,drama,drama
documentary,documentary,horror,horror,documentary,documentary,history
drama,drama,drama,drama,drama,drama,drama
comedy,drama,comedy,adult,comedy,comedy,comedy
thriller,drama,action,crime,drama,action,crime
drama,documentary,history,music,drama,drama,music
family,documentary,fantasy,sci-fi,comedy,fantasy,fantasy
family,drama,fantasy,fantasy,drama,fantasy,fantasy
musical,drama,documentary,musical,drama,drama,musical
documentary,documentary,documentary,drama,documentary,short,drama
comedy,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,comedy,thriller,comedy,comedy,crime
drama,drama,drama,drama,drama,drama,romance
drama,drama,drama,drama,drama,drama,drama
drama,drama,romance,musical,drama,musical,musical
drama,drama,drama,drama,drama,drama,drama
talk-show,documentary,talk-show,talk-show,documentary,talk-show,talk-show
documentary,documentary,documentary,music,documentary,documentary,music
short,drama,adult,thriller,drama,documentary,adult
drama,drama,drama,drama,drama,drama,documentary
documentary,documentary,documentary,adventure,documentary,documentary,adventure
documentary,documentary,documentary,game-show,documentary,documentary,sport
family,drama,comedy,mystery,comedy,comedy,adventure
documentary,documentary,documentary,sci-fi,documentary,short,sci-fi
documentary,documentary,documentary,history,documentary,short,history
adult,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,biography,documentary,documentary,documentary
romance,drama,comedy,adult,drama,drama,adult
documentary,documentary,documentary,sci-fi,documentary,documentary,documentary
sci-fi,drama,horror,mystery,short,short,mystery
short,documentary,documentary,music,short,music,music
comedy,drama,comedy,drama,comedy,comedy,drama
documentary,documentary,action,war,documentary,documentary,war
documentary,documentary,documentary,sci-fi,documentary,documentary,sci-fi
short,documentary,reality-tv,talk-show,short,reality-tv,talk-show
drama,drama,action,action,drama,thriller,action
documentary,documentary,reality-tv,documentary,documentary,documentary,documentary
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,western,western,western,western,western
comedy,drama,comedy,drama,drama,comedy,drama
documentary,documentary,documentary,adventure,documentary,adventure,adventure
comedy,drama,horror,drama,drama,drama,drama
drama,drama,drama,western,drama,drama,western
horror,drama,thriller,thriller,drama,thriller,thriller
documentary,documentary,documentary,history,documentary,documentary,drama
family,drama,comedy,family,comedy,comedy,animation
documentary,documentary,documentary,biography,documentary,short,adult
comedy,drama,short,sci-fi,short,sci-fi,sci-fi
drama,drama,romance,romance,drama,drama,drama
reality-tv,drama,comedy,reality-tv,comedy,comedy,news
documentary,documentary,reality-tv,biography,documentary,documentary,biography
documentary,documentary,sci-fi,sci-fi,documentary,documentary,history
horror,drama,horror,horror,horror,horror,horror
family,drama,family,horror,drama,comedy,animation
drama,drama,comedy,music,drama,music,musical
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,thriller,thriller,drama,drama,thriller
short,documentary,documentary,horror,documentary,documentary,fantasy
comedy,documentary,reality-tv,news,comedy,comedy,news
documentary,documentary,action,war,documentary,action,action
comedy,drama,comedy,western,comedy,comedy,western
horror,drama,horror,horror,horror,horror,horror
horror,drama,horror,horror,horror,horror,horror
adult,drama,comedy,adult,comedy,comedy,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,romance,drama,drama,romance
drama,drama,drama,thriller,drama,drama,thriller
horror,documentary,horror,horror,horror,horror,horror
adult,drama,adult,adult,comedy,comedy,adult
documentary,documentary,thriller,mystery,thriller,thriller,mystery
western,drama,western,western,western,western,western
western,drama,western,western,western,western,western
documentary,documentary,family,family,comedy,comedy,family
drama,drama,comedy,romance,drama,romance,romance
adventure,documentary,comedy,romance,comedy,comedy,romance
documentary,documentary,documentary,reality-tv,documentary,documentary,documentary
drama,drama,drama,crime,drama,drama,crime
drama,drama,drama,horror,drama,drama,horror
drama,documentary,documentary,sci-fi,drama,drama,sci-fi
reality-tv,drama,drama,talk-show,drama,family,talk-show
family,drama,drama,romance,drama,drama,family
drama,drama,drama,war,drama,drama,war
western,drama,western,western,drama,action,western
thriller,drama,thriller,thriller,thriller,thriller,thriller
drama,drama,action,action,action,action,crime
comedy,drama,drama,drama,drama,family,drama
drama,drama,comedy,drama,drama,comedy,biography
drama,drama,biography,biography,drama,comedy,biography
short,documentary,short,musical,short,short,musical
sci-fi,drama,sci-fi,sci-fi,drama,sci-fi,sci-fi
drama,documentary,romance,game-show,comedy,game-show,game-show
drama,drama,short,thriller,drama,short,thriller
documentary,documentary,music,music,documentary,musical,musical
family,drama,action,romance,drama,drama,romance
romance,drama,drama,thriller,drama,family,drama
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,romance,horror,drama,romance,drama
drama,drama,drama,short,drama,drama,short
fantasy,drama,adventure,fantasy,drama,fantasy,fantasy
romance,drama,romance,romance,drama,romance,romance
thriller,drama,horror,horror,horror,horror,mystery
drama,drama,drama,horror,drama,drama,short
horror,drama,horror,mystery,horror,horror,mystery
adventure,drama,horror,horror,horror,horror,horror
drama,drama,thriller,romance,comedy,comedy,romance
documentary,documentary,documentary,talk-show,documentary,documentary,documentary
documentary,documentary,short,biography,short,short,biography
drama,drama,drama,thriller,drama,drama,short
drama,drama,drama,romance,drama,drama,romance
comedy,drama,comedy,drama,comedy,comedy,drama
action,drama,action,crime,action,crime,crime
drama,drama,drama,mystery,drama,mystery,mystery
comedy,drama,comedy,sci-fi,comedy,comedy,comedy
musical,drama,musical,music,music,musical,music
drama,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,short,documentary,documentary,sport
reality-tv,documentary,horror,horror,horror,reality-tv,reality-tv
short,drama,short,war,short,short,short
comedy,documentary,reality-tv,talk-show,comedy,comedy,talk-show
musical,drama,comedy,game-show,comedy,comedy,sport
documentary,documentary,documentary,news,documentary,documentary,news
thriller,drama,drama,thriller,documentary,adventure,adventure
short,drama,short,adult,comedy,comedy,adult
short,drama,romance,game-show,drama,romance,game-show
action,drama,action,romance,drama,action,romance
action,drama,crime,crime,crime,crime,crime
drama,documentary,biography,game-show,short,short,biography
drama,drama,romance,animation,comedy,comedy,family
documentary,drama,drama,biography,documentary,documentary,biography
documentary,documentary,documentary,drama,documentary,documentary,romance
family,drama,family,family,drama,family,family
comedy,drama,comedy,comedy,comedy,comedy,comedy
short,drama,short,short,short,short,short
drama,drama,drama,romance,drama,romance,romance
documentary,documentary,short,documentary,documentary,short,documentary
comedy,comedy,comedy,comedy,comedy,comedy,comedy
adult,drama,adult,adult,comedy,adult,adult
family,drama,animation,fantasy,animation,animation,animation
short,documentary,short,game-show,short,short,game-show
drama,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,biography,documentary,short,biography
comedy,drama,comedy,reality-tv,comedy,comedy,documentary
comedy,drama,comedy,romance,comedy,comedy,romance
musical,documentary,music,music,documentary,documentary,music
adult,drama,adult,adventure,adventure,adult,adventure
sci-fi,drama,sci-fi,thriller,drama,sci-fi,sci-fi
documentary,drama,drama,adult,drama,drama,adult
drama,drama,drama,drama,drama,drama,action
horror,drama,horror,horror,horror,horror,horror
documentary,documentary,music,music,documentary,documentary,biography
drama,drama,short,romance,drama,short,romance
short,documentary,comedy,drama,documentary,short,biography
romance,drama,thriller,horror,drama,comedy,adult
drama,drama,horror,horror,drama,drama,sci-fi
documentary,documentary,music,music,documentary,documentary,music
drama,drama,romance,drama,drama,drama,drama
comedy,drama,thriller,crime,drama,thriller,crime
drama,drama,drama,romance,drama,romance,romance
short,documentary,short,history,short,short,history
comedy,drama,comedy,mystery,comedy,comedy,family
western,drama,western,western,western,western,western
western,drama,western,western,drama,western,western
game-show,documentary,game-show,game-show,documentary,game-show,game-show
western,drama,western,western,western,western,western
musical,drama,comedy,drama,comedy,comedy,musical
documentary,documentary,history,history,documentary,documentary,history
short,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,action,family,drama,drama,sport
documentary,drama,thriller,biography,documentary,drama,biography
western,drama,western,western,drama,western,mystery
mystery,drama,horror,horror,horror,horror,horror
family,drama,family,adventure,comedy,family,adventure
short,drama,short,documentary,drama,short,documentary
documentary,documentary,history,war,documentary,documentary,war
western,drama,western,western,western,western,western
drama,documentary,mystery,drama,drama,drama,drama
thriller,drama,horror,thriller,drama,thriller,thriller
sci-fi,documentary,sci-fi,sci-fi,documentary,sci-fi,sci-fi
documentary,documentary,short,animation,documentary,animation,animation
game-show,documentary,game-show,game-show,game-show,game-show,game-show
documentary,drama,short,fantasy,documentary,documentary,fantasy
comedy,drama,comedy,comedy,comedy,comedy,comedy
short,documentary,documentary,documentary,documentary,documentary,family
drama,drama,drama,romance,drama,drama,romance
comedy,drama,drama,romance,drama,drama,romance
short,drama,short,romance,drama,short,romance
horror,drama,horror,horror,horror,horror,horror
comedy,drama,comedy,romance,comedy,comedy,romance
comedy,drama,comedy,romance,comedy,comedy,romance
adult,drama,adult,adult,comedy,adult,adult
comedy,drama,short,comedy,drama,short,comedy
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,short,short,short,short,short
western,drama,western,western,western,western,western
drama,drama,comedy,thriller,comedy,comedy,romance
thriller,drama,thriller,mystery,drama,thriller,mystery
documentary,drama,documentary,drama,drama,drama,drama
comedy,drama,drama,comedy,drama,drama,comedy
documentary,documentary,documentary,biography,documentary,documentary,biography
horror,drama,thriller,thriller,drama,thriller,thriller
comedy,drama,drama,drama,drama,drama,drama
drama,drama,short,adult,drama,drama,adult
game-show,documentary,game-show,game-show,game-show,game-show,game-show
sport,documentary,reality-tv,game-show,reality-tv,reality-tv,documentary
drama,documentary,western,war,documentary,documentary,action
crime,drama,war,war,drama,drama,war
comedy,drama,drama,thriller,drama,drama,mystery
documentary,documentary,sci-fi,sci-fi,documentary,documentary,sci-fi
documentary,documentary,documentary,war,documentary,documentary,war
short,drama,comedy,horror,comedy,comedy,drama
comedy,drama,drama,drama,drama,drama,romance
short,drama,thriller,horror,comedy,comedy,comedy
musical,drama,drama,mystery,drama,drama,romance
romance,drama,romance,drama,drama,drama,drama
drama,drama,drama,drama,drama,drama,drama
drama,drama,drama,romance,drama,drama,romance
drama,drama,drama,romance,drama,romance,romance
action,documentary,sci-fi,war,documentary,sci-fi,war
horror,drama,horror,horror,horror,horror,horror
western,drama,western,western,western,western,western
short,drama,drama,drama,drama,short,family
drama,documentary,documentary,fantasy,drama,drama,fantasy
sport,documentary,sport,sport,sport,sport,sport
romance,drama,drama,war,drama,drama,animation
sci-fi,documentary,sci-fi,sci-fi,drama,sci-fi,sci-fi
comedy,drama,romance,romance,drama,comedy,romance
biography,documentary,documentary,musical,documentary,documentary,musical
drama,documentary,short,short,drama,short,biography
documentary,documentary,sport,documentary,documentary,documentary,sport
news,documentary,documentary,news,documentary,documentary,news
short,drama,drama,short,drama,short,short
drama,drama,horror,thriller,horror,horror,thriller
short,documentary,comedy,family,documentary,comedy,biography
comedy,drama,comedy,comedy,comedy,comedy,comedy
drama,drama,drama,drama,drama,drama,war
drama,drama,drama,fantasy,drama,drama,fantasy
drama,drama,drama,romance,drama,drama,romance
documentary,documentary,documentary,biography,documentary,documentary,biography
drama,drama,drama,drama,drama,drama,drama
comedy,drama,comedy,adult,drama,comedy,adult
drama,drama,drama,drama,drama,drama,family
short,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,thriller,romance,drama,thriller,romance
drama,drama,drama,romance,drama,drama,romance
documentary,drama,documentary,drama,drama,drama,documentary
documentary,documentary,thriller,thriller,documentary,documentary,thriller
drama,drama,drama,musical,drama,drama,animation
documentary,documentary,documentary,documentary,documentary,documentary,history
documentary,documentary,documentary,history,documentary,documentary,history
western,drama,western,western,western,western,western
documentary,drama,news,news,documentary,documentary,news
talk-show,documentary,documentary,documentary,documentary,documentary,documentary
drama,documentary,documentary,biography,documentary,documentary,biography
documentary,documentary,documentary,documentary,documentary,documentary,documentary
reality-tv,drama,reality-tv,reality-tv,comedy,reality-tv,reality-tv
drama,drama,comedy,comedy,comedy,comedy,comedy
drama,drama,war,war,drama,drama,war
horror,drama,horror,horror,horror,horror,horror
short,documentary,documentary,documentary,documentary,short,fantasy
romance,drama,musical,musical,drama,musical,musical
western,drama,western,western,western,western,western
comedy,drama,comedy,drama,comedy,comedy,drama
music,documentary,music,music,documentary,music,music
drama,drama,comedy,biography,drama,comedy,biography
drama,drama,drama,drama,drama,drama,drama
reality-tv,documentary,fantasy,fantasy,documentary,documentary,fantasy
documentary,documentary,biography,biography,documentary,documentary,biography
short,drama,documentary,war,short,short,war
sci-fi,drama,sci-fi,sci-fi,drama,action,action
documentary,documentary,history,history,documentary,documentary,history
horror,drama,horror,horror,horror,horror,horror
horror,documentary,horror,mystery,horror,horror,mystery
thriller,drama,thriller,thriller,drama,thriller,thriller
comedy,drama,comedy,thriller,comedy,comedy,comedy
family,documentary,family,music,documentary,family,music
comedy,drama,biography,comedy,comedy,comedy,comedy
short,drama,romance,short,drama,short,romance
action,documentary,sport,sport,short,sport,sport
horror,drama,horror,horror,horror,horror,horror
short,documentary,short,fantasy,short,short,fantasy
documentary,documentary,music,music,music,music,music
documentary,documentary,documentary,musical,documentary,documentary,musical
short,documentary,short,documentary,short,short,biography
comedy,drama,comedy,romance,comedy,comedy,romance
short,drama,short,war,drama,short,short
drama,drama,drama,horror,drama,drama,horror
short,documentary,reality-tv,documentary,documentary,documentary,documentary
comedy,documentary,talk-show,talk-show,comedy,talk-show,talk-show
drama,drama,adult,adult,adult,adult,adult
comedy,documentary,reality-tv,sci-fi,documentary,sci-fi,sci-fi
short,documentary,short,short,short,short,short
comedy,drama,comedy,thriller,comedy,comedy,comedy
documentary,documentary,sport,sport,documentary,documentary,sport
horror,drama,drama,horror,drama,drama,horror
comedy,drama,action,war,comedy,action,war
drama,drama,fantasy,fantasy,horror,fantasy,fantasy
short,documentary,sport,sport,sport,sport,sport
comedy,drama,biography,romance,drama,short,animation
western,drama,western,western,western,western,western
drama,drama,horror,short,drama,short,short
comedy,drama,war,war,comedy,comedy,war
horror,drama,horror,horror,horror,horror,horror
comedy,comedy,comedy,romance,comedy,comedy,comedy
documentary,documentary,documentary,music,documentary,family,reality-tv
drama,drama,romance,documentary,drama,drama,documentary
thriller,drama,romance,thriller,drama,drama,romance
thriller,drama,family,western,drama,western,animation
comedy,drama,comedy,comedy,comedy,comedy,animation
documentary,documentary,documentary,drama,drama,drama,drama
adventure,documentary,documentary,reality-tv,documentary,documentary,reality-tv
short,documentary,history,war,documentary,documentary,sci-fi
documentary,documentary,documentary,news,documentary,documentary,news
comedy,documentary,short,short,short,short,short
drama,drama,romance,crime,drama,romance,crime
documentary,drama,drama,documentary,documentary,documentary,war
comedy,drama,comedy,adult,comedy,comedy,comedy
action,drama,thriller,thriller,thriller,thriller,crime
western,drama,western,western,western,western,western
comedy,drama,drama,drama,drama,drama,drama
short,drama,horror,horror,horror,horror,family
drama,drama,drama,crime,drama,drama,crime
comedy,drama,adult,adult,comedy,comedy,adult
documentary,documentary,documentary,sci-fi,documentary,documentary,adult
family,comedy,comedy,western,comedy,comedy,comedy
documentary,documentary,documentary,war,documentary,documentary,documentary
comedy,documentary,talk-show,war,documentary,documentary,war
comedy,documentary,action,action,comedy,action,action
western,drama,western,western,western,western,western
comedy,drama,comedy,war,comedy,comedy,war
drama,drama,action,crime,drama,action,crime
drama,drama,romance,romance,drama,drama,drama
comedy,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,drama,documentary,documentary,drama
drama,drama,drama,fantasy,drama,drama,fantasy
action,drama,biography,biography,documentary,action,biography
drama,drama,comedy,short,drama,short,short
comedy,documentary,short,adult,short,short,horror
comedy,drama,horror,thriller,drama,horror,crime
adult,drama,drama,adult,drama,drama,adult
drama,documentary,documentary,documentary,documentary,documentary,biography
drama,drama,action,crime,action,crime,crime
comedy,drama,romance,romance,drama,drama,drama
thriller,drama,thriller,mystery,drama,thriller,mystery
comedy,drama,comedy,western,comedy,comedy,western
thriller,drama,thriller,crime,comedy,crime,crime
drama,drama,romance,drama,drama,drama,adult
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,short,short,documentary,short,short
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,thriller,action,drama,drama,action
short,drama,short,short,drama,drama,short
romance,drama,comedy,romance,comedy,romance,romance
documentary,documentary,documentary,war,documentary,documentary,war
drama,drama,thriller,horror,drama,drama,drama
comedy,drama,comedy,horror,comedy,comedy,horror
comedy,documentary,comedy,war,comedy,comedy,war
crime,drama,thriller,thriller,comedy,comedy,mystery
comedy,drama,comedy,horror,comedy,comedy,music
short,drama,romance,romance,drama,romance,romance
music,documentary,music,music,documentary,music,music
game-show,drama,talk-show,drama,drama,drama,biography
comedy,drama,comedy,western,drama,comedy,crime
documentary,documentary,documentary,documentary,documentary,documentary,documentary
short,drama,horror,horror,horror,sci-fi,horror
history,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,drama,musical,drama,drama,musical
thriller,drama,thriller,thriller,thriller,thriller,thriller
documentary,documentary,documentary,documentary,documentary,documentary,documentary
horror,drama,horror,horror,horror,horror,horror
documentary,documentary,horror,horror,comedy,comedy,horror
drama,drama,horror,reality-tv,drama,drama,reality-tv
news,documentary,talk-show,talk-show,documentary,documentary,talk-show
documentary,documentary,documentary,game-show,documentary,documentary,family
thriller,drama,thriller,thriller,thriller,thriller,thriller
western,drama,western,western,western,western,western
comedy,drama,drama,fantasy,drama,animation,romance
comedy,drama,thriller,thriller,drama,comedy,comedy
musical,drama,romance,musical,drama,drama,musical
documentary,documentary,sci-fi,sci-fi,documentary,documentary,sci-fi
short,documentary,biography,biography,short,short,biography
comedy,drama,drama,drama,drama,drama,drama
drama,drama,thriller,mystery,drama,drama,mystery
comedy,drama,comedy,family,comedy,comedy,comedy
short,drama,adventure,adventure,short,adventure,adventure
documentary,documentary,documentary,documentary,documentary,documentary,documentary
sport,documentary,sport,sport,documentary,sport,sport
drama,drama,drama,horror,drama,drama,horror
documentary,documentary,documentary,war,documentary,documentary,action
reality-tv,documentary,reality-tv,game-show,comedy,music,music
comedy,drama,thriller,crime,comedy,comedy,romance
short,drama,romance,short,short,short,short
reality-tv,documentary,reality-tv,game-show,documentary,reality-tv,talk-show
drama,drama,thriller,thriller,drama,drama,family
documentary,documentary,reality-tv,reality-tv,comedy,reality-tv,reality-tv
documentary,documentary,reality-tv,reality-tv,documentary,documentary,short
documentary,documentary,music,music,short,musical,musical
documentary,documentary,music,music,documentary,documentary,musical
drama,drama,drama,drama,drama,drama,romance
animation,drama,comedy,musical,comedy,comedy,musical
comedy,drama,action,war,drama,action,war
documentary,drama,drama,biography,drama,short,musical
documentary,documentary,documentary,sci-fi,documentary,documentary,sci-fi
comedy,drama,comedy,adult,comedy,comedy,adult
biography,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,romance,romance,drama,drama,adult
drama,drama,drama,horror,drama,comedy,comedy
documentary,documentary,history,music,documentary,documentary,documentary
reality-tv,documentary,music,music,documentary,reality-tv,music
thriller,drama,horror,horror,drama,thriller,horror
comedy,drama,drama,horror,drama,drama,biography
animation,documentary,animation,animation,comedy,animation,animation
drama,drama,short,drama,drama,drama,biography
western,drama,western,war,western,western,war
history,documentary,history,history,drama,history,history
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,musical,thriller,drama,comedy,thriller
adventure,documentary,documentary,sport,documentary,documentary,sport
short,documentary,reality-tv,music,documentary,documentary,musical
comedy,drama,comedy,romance,comedy,comedy,romance
short,documentary,short,musical,short,musical,musical
sci-fi,drama,comedy,war,comedy,adventure,history
documentary,documentary,documentary,news,documentary,documentary,game-show
crime,documentary,documentary,music,drama,music,music
comedy,drama,documentary,documentary,drama,drama,documentary
reality-tv,drama,reality-tv,game-show,reality-tv,reality-tv,reality-tv
comedy,drama,comedy,adult,comedy,comedy,adult
drama,documentary,biography,biography,documentary,documentary,biography
documentary,drama,romance,action,drama,drama,war
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,war,documentary,documentary,news
western,drama,western,western,western,western,mystery
drama,drama,drama,drama,drama,drama,drama
thriller,drama,drama,adult,drama,drama,mystery
drama,drama,thriller,drama,drama,drama,drama
drama,drama,war,war,drama,drama,war
documentary,documentary,documentary,biography,documentary,documentary,documentary
documentary,documentary,animation,documentary,documentary,documentary,documentary
comedy,drama,fantasy,fantasy,drama,fantasy,fantasy
drama,drama,adventure,drama,drama,drama,drama
drama,drama,comedy,horror,comedy,comedy,horror
family,documentary,family,family,family,family,family
horror,drama,horror,horror,drama,horror,horror
comedy,drama,comedy,short,drama,comedy,short
history,documentary,documentary,history,documentary,documentary,history
adult,drama,adult,adult,drama,adult,adult
adventure,documentary,action,drama,documentary,documentary,comedy
short,drama,horror,horror,horror,thriller,horror
documentary,drama,documentary,drama,documentary,documentary,biography
music,documentary,music,music,music,music,music
comedy,drama,drama,thriller,comedy,comedy,romance
drama,drama,drama,romance,drama,drama,adult
comedy,drama,comedy,romance,documentary,comedy,adult
drama,drama,thriller,horror,drama,horror,horror
western,drama,western,game-show,drama,western,western
drama,documentary,action,horror,documentary,documentary,horror
short,documentary,short,short,short,short,short
family,drama,short,fantasy,short,family,fantasy
short,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,drama,horror,drama,thriller,comedy
drama,drama,comedy,drama,drama,comedy,biography
comedy,drama,short,crime,drama,drama,crime
drama,drama,romance,drama,drama,drama,romance
comedy,drama,drama,romance,comedy,comedy,comedy
comedy,documentary,music,music,comedy,comedy,music
drama,drama,action,thriller,drama,animation,animation
drama,drama,drama,drama,drama,family,drama
documentary,documentary,documentary,biography,documentary,horror,biography
action,drama,action,drama,drama,action,sport
music,documentary,music,music,music,music,music
comedy,drama,adult,drama,comedy,comedy,talk-show
